dataset,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won,avg_training_score,is_promoted
test,58380,2,2,2,2,3,2,27,4,4,1,0,59,
test,46584,1,12,2,2,1,1,27,4,5,1,0,48,
test,70147,3,28,2,1,1,1,30,5,7,1,0,83,
test,33615,3,25,3,2,1,2,36,3,9,0,0,77,
test,7255,2,29,2,1,3,1,31,4,5,0,0,59,
test,76911,1,31,2,1,3,1,32,3,7,1,0,47,
test,18057,1,25,2,2,1,1,30,3,4,0,0,52,
test,61954,4,22,2,2,3,1,29,3,4,1,0,87,
test,70134,4,2,2,1,3,1,40,3,3,0,0,79,
test,29428,1,2,2,2,1,1,26,2,2,0,0,41,
test,48486,1,2,2,1,1,1,33,5,7,0,0,51,
test,61368,2,2,2,1,1,1,49,4,20,0,0,58,
test,38838,1,24,2,2,1,1,27,NA,1,1,0,48,
test,67528,7,2,2,1,3,1,26,NA,1,1,0,57,
test,59810,3,13,2,1,3,2,33,4,7,1,0,81,
test,15681,2,2,2,1,3,1,38,1,10,0,0,59,
test,13964,1,4,2,1,3,1,29,5,6,1,0,45,
test,41370,8,22,3,1,1,2,41,3,14,0,0,51,
test,73052,1,21,2,1,1,1,44,1,4,1,0,53,
test,56280,1,22,2,1,3,1,43,1,15,0,0,54,
test,25443,3,22,3,2,3,1,36,4,7,0,0,74,
test,31549,5,26,2,2,1,1,26,NA,1,1,0,85,
test,65270,2,2,3,1,1,1,41,2,10,0,0,57,
test,39158,2,22,2,1,3,1,36,3,12,1,0,64,
test,48584,4,26,2,1,3,1,34,4,6,0,0,80,
test,17350,6,7,3,2,1,1,37,1,8,0,0,72,
test,45232,2,30,3,2,1,1,34,3,4,1,0,56,
test,35445,3,13,2,1,3,1,29,4,5,1,0,79,
test,18554,1,2,2,2,1,1,27,NA,1,0,0,54,
test,34457,4,9,2,1,3,1,28,3,2,0,0,87,
test,39603,1,26,2,1,3,1,31,5,5,1,0,48,
test,56456,4,22,2,1,1,2,24,3,3,0,0,81,
test,38463,1,2,3,2,3,1,42,5,6,1,0,53,
test,9132,5,2,3,1,1,1,46,5,16,1,0,82,
test,24681,3,28,3,2,1,2,33,4,9,0,0,80,
test,188,8,7,2,1,1,1,32,5,2,1,0,43,
test,35908,1,7,2,1,3,3,35,2,8,0,0,53,
test,28953,3,4,2,1,3,2,35,5,3,0,0,84,
test,76250,1,2,3,1,3,1,37,2,4,1,0,51,
test,45396,3,22,3,1,1,1,57,3,17,0,0,79,
test,43092,3,13,2,1,1,1,29,5,2,1,0,78,
test,6059,3,2,2,1,3,2,34,1,10,0,0,84,
test,53677,6,2,1,1,1,3,24,NA,1,1,0,69,
test,35965,6,2,1,2,1,1,23,3,2,0,0,71,
test,48765,4,22,2,1,1,1,38,3,13,0,0,87,
test,69323,3,27,2,2,3,1,37,1,10,0,0,84,
test,29532,5,25,3,1,1,1,32,5,3,1,0,78,
test,46046,1,2,3,1,1,1,30,3,4,0,0,53,
test,72424,1,16,3,1,3,1,39,1,12,0,0,51,
test,47156,1,20,3,1,3,1,38,5,2,0,0,56,
test,45672,6,19,3,1,1,1,38,5,10,1,0,69,
test,5779,3,27,2,1,1,1,32,4,8,1,0,81,
test,67296,4,22,2,1,2,1,26,4,2,0,1,81,
test,72850,1,26,2,1,1,1,43,5,10,0,0,51,
test,76134,1,6,2,2,3,1,28,3,2,0,0,50,
test,11182,1,31,2,1,1,2,33,1,4,0,0,48,
test,43302,2,11,2,1,3,1,32,1,4,0,0,64,
test,65192,2,7,3,2,3,2,35,2,7,1,1,57,
test,64429,1,20,2,1,3,1,35,4,6,0,0,49,
test,37012,3,16,3,1,1,2,44,1,14,0,0,79,
test,77279,7,2,2,1,1,1,26,NA,1,0,0,70,
test,46469,1,13,2,1,1,1,31,1,7,0,0,49,
test,51554,1,22,2,1,3,1,28,5,3,1,0,50,
test,16944,1,22,3,2,3,1,30,1,3,0,0,51,
test,54430,4,2,2,1,3,1,30,3,3,0,0,81,
test,26619,1,7,2,1,3,2,31,3,5,0,0,48,
test,63555,1,2,2,1,3,1,40,1,15,0,0,53,
test,51428,1,19,2,1,1,1,32,3,5,0,0,51,
test,62882,4,27,2,1,3,1,26,1,3,0,0,88,
test,2229,1,15,3,1,1,1,34,1,5,0,0,52,
test,3094,1,2,3,1,3,1,43,1,11,0,0,51,
test,70960,2,2,3,2,1,3,35,5,10,1,0,58,
test,2272,3,7,2,1,1,1,24,3,3,0,0,74,
test,47439,1,11,2,1,3,1,34,3,4,1,0,55,
test,48157,1,22,2,1,3,2,33,1,6,0,0,50,
test,22697,3,2,2,2,1,3,27,3,3,0,0,84,
test,32828,5,15,2,1,1,1,30,3,3,1,0,87,
test,63650,1,3,2,1,1,1,45,4,5,1,0,52,
test,47886,4,31,2,1,1,1,35,1,6,0,0,81,
test,50917,1,34,2,1,3,1,28,2,4,0,0,53,
test,46882,7,15,2,1,3,1,27,4,4,1,0,62,
test,14033,4,28,3,1,3,1,33,3,8,0,0,83,
test,4489,2,7,2,1,3,2,34,5,9,1,0,60,
test,61805,1,2,2,1,3,1,26,4,4,1,0,45,
test,62037,1,11,2,2,3,1,34,5,9,0,0,49,
test,12303,1,22,2,1,1,2,27,1,5,1,0,51,
test,28858,2,15,2,2,3,1,33,5,7,1,0,60,
test,2149,2,16,2,1,3,1,26,3,2,0,0,59,
test,33360,6,31,2,2,3,1,36,4,3,1,0,63,
test,43061,2,4,2,1,3,1,44,3,15,1,0,60,
test,53807,3,22,2,1,2,1,25,3,2,0,0,78,
test,29326,2,2,3,2,3,1,38,3,5,1,0,63,
test,12661,1,28,3,1,1,1,33,1,5,0,0,48,
test,28891,2,13,3,1,1,1,32,4,6,0,0,59,
test,56453,1,2,2,1,3,2,31,2,5,1,0,50,
test,73065,2,13,2,1,1,1,31,3,4,0,0,60,
test,3737,6,17,3,2,3,1,36,2,3,1,0,70,
test,42864,6,7,2,2,3,1,29,5,3,1,0,74,
test,61564,4,1,3,1,1,2,30,3,4,0,0,80,
test,72802,1,22,2,1,1,1,32,2,4,1,0,98,
test,52118,2,15,2,2,3,3,36,5,9,1,0,63,
test,62924,4,2,2,1,3,1,35,2,7,0,0,85,
test,59034,6,2,3,2,1,2,38,3,8,0,0,74,
test,65413,2,34,2,1,1,1,29,1,3,1,1,58,
test,75703,3,7,2,1,1,1,26,5,4,0,0,80,
test,16336,1,18,2,2,1,1,31,3,8,0,0,47,
test,71989,4,2,2,1,1,2,31,4,5,1,0,86,
test,48613,1,2,2,1,1,1,47,1,6,0,0,48,
test,25022,6,22,2,1,3,1,27,5,2,1,0,69,
test,23557,3,32,2,2,3,1,28,4,4,0,0,78,
test,76857,4,32,2,1,1,2,34,3,5,0,1,81,
test,63192,6,2,2,1,1,1,35,4,2,0,0,70,
test,44075,8,27,2,1,3,1,29,5,2,1,1,46,
test,5472,1,2,2,1,1,1,29,4,6,0,0,51,
test,19315,1,15,2,1,3,2,32,2,6,1,0,49,
test,48304,2,15,3,2,3,1,37,4,8,1,0,67,
test,37203,3,4,2,1,1,1,30,5,5,1,0,80,
test,63722,7,2,2,2,3,3,31,3,5,0,0,59,
test,26305,1,22,3,1,1,2,38,3,10,0,0,46,
test,285,2,5,3,1,3,1,47,3,19,0,1,96,
test,24847,2,7,3,1,1,1,41,4,13,1,0,63,
test,33506,6,14,2,1,3,1,27,3,3,0,0,69,
test,58597,1,15,2,2,3,1,32,4,9,1,0,48,
test,72177,2,27,2,2,3,1,32,5,6,1,0,59,
test,55326,1,15,2,1,3,1,26,3,5,0,0,50,
test,22427,6,22,3,1,1,1,33,4,4,0,0,67,
test,20189,1,7,2,1,3,2,41,2,10,0,0,54,
test,49979,7,15,3,1,3,1,33,3,6,0,0,59,
test,67021,4,2,3,1,3,1,56,4,7,0,0,84,
test,62560,3,2,3,2,2,1,33,3,4,0,0,78,
test,74068,1,28,3,2,3,1,32,5,7,1,0,49,
test,23356,3,26,2,1,2,1,26,NA,1,0,0,79,
test,61592,3,2,2,1,2,1,38,4,11,0,0,78,
test,6652,1,23,3,1,3,1,39,2,12,0,0,49,
test,52365,2,32,2,1,3,1,35,4,2,0,0,59,
test,72405,3,15,2,1,3,1,27,3,4,0,0,77,
test,48249,2,15,2,1,3,1,36,3,8,0,0,60,
test,16824,4,22,2,1,3,1,27,1,4,1,0,82,
test,49721,2,11,2,1,3,1,27,4,2,0,0,55,
test,31788,6,27,2,1,3,1,39,4,3,1,0,72,
test,33862,3,22,2,1,2,2,27,5,4,1,0,79,
test,29156,7,11,2,1,1,1,32,3,3,0,0,60,
test,5690,1,15,2,1,1,1,34,1,5,0,0,47,
test,69461,1,13,3,1,3,1,43,1,5,0,0,51,
test,50803,2,16,2,2,1,1,28,5,4,1,0,59,
test,23949,2,4,2,1,1,1,43,4,5,1,0,60,
test,71479,1,4,2,2,3,1,32,NA,1,0,0,49,
test,28468,1,2,NA,1,3,1,51,4,12,0,0,53,
test,11218,6,4,3,1,3,1,42,3,10,1,0,69,
test,44503,2,29,2,1,3,1,38,4,2,1,0,59,
test,51703,2,16,3,1,3,1,42,4,15,1,0,59,
test,19676,2,4,2,2,3,1,33,3,3,0,0,58,
test,18932,3,10,2,1,1,1,27,1,4,1,1,87,
test,75211,6,15,2,1,3,1,30,NA,1,0,0,66,
test,65568,7,11,2,2,3,1,30,3,8,0,0,59,
test,38028,6,13,2,1,3,1,44,5,17,1,0,72,
test,77606,3,4,3,1,1,2,40,5,6,1,0,84,
test,61427,8,2,3,1,1,1,60,3,14,0,0,54,
test,40068,2,27,2,1,3,1,39,5,10,0,0,58,
test,48983,1,4,2,1,3,2,30,3,4,0,0,56,
test,2020,1,24,2,1,1,1,36,3,5,0,0,50,
test,24251,1,2,NA,1,1,1,41,3,12,1,0,96,
test,69900,1,22,3,1,1,1,36,2,10,0,0,55,
test,3584,1,5,2,1,3,1,31,3,3,1,0,49,
test,36868,9,2,2,1,3,1,34,3,8,0,0,59,
test,73342,1,4,NA,1,3,1,38,4,6,0,0,51,
test,58765,8,2,2,1,1,1,44,4,7,1,0,51,
test,58217,2,12,2,2,1,1,34,3,2,0,0,54,
test,10126,4,31,2,1,3,1,28,NA,1,0,0,84,
test,53694,1,7,2,1,3,1,26,NA,1,0,0,45,
test,1876,6,22,2,1,3,1,34,4,7,1,0,73,
test,5109,6,2,2,2,1,1,27,4,5,1,0,71,
test,70213,1,4,3,1,1,1,31,1,3,0,0,50,
test,66276,6,2,3,1,1,1,52,4,15,1,0,69,
test,55719,1,22,2,1,3,2,26,NA,1,0,0,53,
test,38653,2,20,2,2,3,1,29,NA,1,0,0,60,
test,47904,4,22,2,1,3,1,27,3,4,1,0,79,
test,31615,7,2,2,1,3,1,23,NA,1,0,0,56,
test,49010,4,2,3,1,3,1,48,3,7,1,0,85,
test,20699,1,5,2,1,1,1,32,1,4,0,0,47,
test,69691,6,16,2,1,1,1,32,3,2,0,0,70,
test,17950,1,28,2,1,3,1,36,3,8,0,0,52,
test,44996,6,27,2,2,3,1,44,2,7,1,0,72,
test,5288,1,4,3,1,1,1,43,3,12,1,0,52,
test,26640,1,13,2,2,3,1,38,3,10,0,0,49,
test,45789,2,15,2,2,2,1,37,5,3,1,0,61,
test,21426,1,5,2,1,1,1,47,3,6,0,0,50,
test,55393,7,2,2,2,3,1,32,3,3,0,0,61,
test,34333,2,28,2,1,3,1,30,2,6,0,0,59,
test,31396,7,7,2,2,1,2,29,3,2,0,1,94,
test,77766,4,23,2,1,3,2,35,3,3,1,0,87,
test,57666,1,22,2,1,1,1,33,3,4,1,0,50,
test,71178,1,13,2,1,1,1,30,2,8,0,0,48,
test,41639,1,13,2,1,3,2,32,3,6,1,1,49,
test,37838,9,2,2,1,1,1,31,3,7,1,0,58,
test,25302,4,22,2,2,1,1,29,1,4,1,0,86,
test,56573,1,12,2,1,3,1,29,NA,1,0,0,50,
test,66187,3,2,1,1,3,1,24,1,2,0,0,81,
test,45174,6,7,3,1,3,1,33,2,3,0,0,66,
test,66124,3,5,2,1,1,1,23,4,2,1,0,73,
test,66933,2,7,3,2,3,1,45,2,16,0,0,63,
test,13233,1,26,2,1,3,1,34,3,3,1,0,50,
test,22973,2,22,3,1,3,1,55,5,18,0,0,69,
test,21831,6,29,2,1,3,2,34,4,10,1,0,67,
test,46689,1,22,3,1,3,1,34,2,7,0,0,51,
test,53536,2,28,2,1,1,1,30,4,4,1,0,62,
test,32390,7,7,3,2,3,1,41,5,5,1,0,60,
test,49025,1,11,2,1,1,1,32,1,6,0,0,53,
test,62322,1,19,2,1,3,1,43,4,12,0,0,49,
test,53169,4,22,3,1,3,1,30,4,5,0,0,89,
test,9635,6,13,3,2,1,1,32,3,5,1,0,67,
test,7739,7,28,2,2,1,1,28,3,2,1,0,60,
test,34703,3,19,2,1,3,1,34,3,10,0,0,79,
test,15763,2,20,3,1,3,1,36,5,3,1,0,64,
test,50802,1,23,3,1,3,1,42,5,5,1,0,51,
test,66545,5,22,2,1,3,2,30,4,5,0,0,86,
test,995,1,7,3,1,3,1,35,5,10,1,0,49,
test,52838,2,17,2,1,1,1,40,3,12,0,0,62,
test,22834,2,11,3,1,1,1,30,3,7,1,1,59,
test,48046,2,22,3,1,1,1,34,2,9,0,0,60,
test,62854,3,2,2,1,1,1,29,NA,1,1,0,80,
test,48189,2,6,2,2,1,1,34,3,7,0,0,58,
test,27203,2,15,NA,1,1,1,39,5,14,1,0,64,
test,30966,1,22,2,2,3,1,29,4,2,1,0,56,
test,62127,1,25,3,2,3,1,36,1,5,0,0,52,
test,51231,6,12,2,2,1,1,25,NA,1,1,0,72,
test,43023,1,6,2,1,3,1,33,3,8,0,0,47,
test,70052,7,31,2,1,3,1,29,1,2,1,0,61,
test,43981,6,4,3,1,3,1,36,2,4,0,0,68,
test,58951,3,5,2,1,1,1,24,NA,1,0,0,74,
test,37492,3,31,2,2,1,1,29,NA,1,0,0,78,
test,33810,9,2,2,1,1,1,29,NA,1,0,0,60,
test,63155,2,32,2,2,3,1,36,3,8,0,0,63,
test,51219,1,2,NA,1,3,1,31,1,4,0,0,50,
test,71235,6,22,3,1,3,1,33,1,8,0,0,73,
test,550,2,2,1,2,3,1,21,1,2,0,0,58,
test,65081,3,26,2,1,1,1,40,3,7,1,0,84,
test,21303,3,25,2,1,1,1,32,3,6,1,0,76,
test,6068,2,22,2,1,2,2,34,3,8,1,0,57,
test,7047,1,32,2,1,3,1,26,5,3,0,0,50,
test,46017,1,20,3,1,3,1,45,5,17,1,0,53,
test,18010,6,13,2,2,1,1,28,5,5,1,0,70,
test,62386,1,4,3,1,1,1,37,5,11,1,0,48,
test,62099,9,7,2,1,1,1,36,3,9,0,0,63,
test,46450,2,12,2,2,3,1,43,3,3,0,0,61,
test,40118,6,10,3,2,3,1,30,2,5,1,0,74,
test,42360,1,8,2,1,3,1,28,2,4,0,0,47,
test,36368,2,7,2,2,1,1,36,3,2,0,0,60,
test,14720,2,27,2,1,1,1,27,5,5,1,0,52,
test,19186,3,22,3,2,3,1,47,3,17,1,0,78,
test,55302,3,5,2,1,3,1,28,3,2,0,0,81,
test,32681,4,31,2,1,3,1,33,4,4,0,0,85,
test,53,2,26,2,2,1,1,30,2,4,0,0,60,
test,5861,4,4,3,1,3,1,35,3,9,0,0,84,
test,19566,1,16,2,1,3,1,38,2,9,0,0,50,
test,6182,1,26,2,1,1,1,31,3,8,0,0,46,
test,38860,2,13,3,2,1,1,39,5,7,1,0,60,
test,77441,1,13,2,1,1,5,27,3,2,0,0,45,
test,43917,6,24,2,1,1,2,31,3,6,0,0,65,
test,7962,1,7,2,1,1,2,37,3,3,1,0,47,
test,76675,4,31,2,1,1,2,30,3,8,0,0,84,
test,77857,2,2,2,1,2,2,34,5,4,1,0,58,
test,28581,1,2,2,1,1,1,58,4,6,0,0,49,
test,57410,4,29,3,1,3,1,40,3,7,0,0,82,
test,41133,1,2,3,1,1,1,37,5,8,0,0,52,
test,53215,7,2,2,1,3,1,53,3,6,0,0,55,
test,39368,1,2,3,2,1,1,46,5,4,1,0,52,
test,78197,6,2,2,1,3,1,37,1,4,0,0,74,
test,1585,2,32,2,2,3,1,50,3,19,0,0,54,
test,34653,6,12,2,2,3,1,31,2,6,0,0,71,
test,18925,1,7,NA,1,1,1,28,3,5,1,0,54,
test,67461,8,7,2,1,3,1,47,3,15,0,0,49,
test,9766,2,15,3,2,1,1,30,NA,1,0,0,62,
test,48525,5,7,2,1,3,1,36,5,10,1,0,86,
test,35064,6,2,2,2,3,1,41,1,3,0,0,71,
test,7823,6,7,3,2,1,1,42,3,5,0,0,68,
test,44654,4,15,2,1,1,1,30,1,4,0,0,90,
test,77241,1,26,2,1,1,2,45,2,6,1,0,52,
test,36016,3,22,2,1,3,3,33,3,3,1,0,79,
test,72389,3,2,3,1,1,1,56,3,23,0,0,78,
test,49470,1,2,2,2,3,3,52,3,22,0,0,51,
test,66363,1,22,3,1,1,1,30,4,3,1,0,50,
test,1964,2,13,2,2,1,2,32,2,3,0,0,58,
test,28351,2,27,2,2,1,1,29,3,2,0,0,64,
test,18617,1,7,2,1,1,1,22,1,2,0,0,51,
test,1940,5,2,3,1,1,1,31,NA,1,1,0,83,
test,21956,3,7,2,1,3,5,28,4,2,0,0,78,
test,39082,1,8,2,1,3,1,28,3,4,0,0,51,
test,70062,2,26,2,1,1,1,32,4,8,0,0,58,
test,3796,3,27,2,2,3,1,27,3,2,1,0,78,
test,47165,4,23,3,1,1,1,40,4,8,0,0,86,
test,28783,8,2,2,1,2,1,30,5,6,0,0,46,
test,24924,2,13,2,1,3,1,34,4,7,0,0,60,
test,59022,4,28,2,1,3,1,38,5,4,1,0,85,
test,38879,4,2,3,1,3,2,40,3,4,0,0,82,
test,4806,3,2,2,1,2,1,55,3,7,1,0,81,
test,26683,3,19,2,1,2,1,33,3,7,0,0,84,
test,8164,4,22,3,1,3,1,43,3,15,1,0,79,
test,74106,1,22,3,1,1,1,32,1,4,0,0,47,
test,12472,1,22,3,1,1,2,47,3,14,0,0,49,
test,5069,1,22,2,1,1,1,26,5,2,0,0,48,
test,60988,2,22,3,2,3,1,35,3,10,0,0,56,
test,896,2,29,2,1,1,1,45,3,17,0,0,61,
test,19898,1,26,2,2,1,1,31,1,7,0,0,48,
test,37951,4,22,2,1,3,1,31,5,3,0,0,83,
test,71535,2,15,2,1,2,1,37,3,7,1,0,58,
test,33702,1,30,2,1,3,1,30,2,4,0,0,49,
test,4185,9,7,3,1,1,1,39,5,4,1,0,59,
test,13898,1,2,2,1,1,1,45,3,18,1,0,54,
test,15729,6,17,2,2,1,2,29,3,2,0,0,82,
test,59264,6,2,3,2,1,1,45,4,4,1,0,67,
test,53477,6,2,3,2,1,1,35,5,3,1,0,67,
test,25218,1,20,3,1,3,1,32,4,9,0,0,50,
test,55241,2,33,2,1,3,2,38,3,9,0,0,59,
test,62473,1,2,2,1,3,1,47,2,11,0,0,51,
test,73051,3,2,3,2,3,1,60,4,16,0,0,82,
test,32373,1,11,2,2,1,1,30,3,7,0,0,45,
test,8059,2,2,2,2,2,1,30,4,4,0,0,66,
test,69327,1,5,2,1,3,1,31,1,5,0,0,51,
test,47944,2,2,2,1,3,1,38,3,4,1,0,64,
test,33415,3,25,3,1,3,1,32,4,5,1,0,82,
test,45002,2,7,2,2,1,1,35,3,8,0,0,56,
test,20094,4,4,2,1,1,1,33,4,4,1,0,86,
test,460,2,22,3,1,3,1,37,5,7,1,0,57,
test,72800,2,22,2,1,1,1,35,3,4,1,0,60,
test,71244,1,7,2,1,1,1,39,1,3,0,0,49,
test,63061,3,33,3,1,3,1,38,3,3,0,0,83,
test,21524,2,7,3,1,3,1,32,5,9,1,0,60,
test,34866,5,11,2,1,3,2,33,3,8,0,0,82,
test,76720,6,7,3,1,3,1,52,5,7,1,0,73,
test,6499,4,21,2,1,3,1,27,4,5,0,0,83,
test,42474,2,7,2,1,3,1,43,4,15,0,0,60,
test,13076,2,2,2,2,3,1,46,4,4,1,0,58,
test,53642,2,7,3,1,3,2,32,3,3,0,0,57,
test,30073,1,14,2,1,1,1,44,3,6,0,0,47,
test,74645,4,26,2,1,1,1,41,3,9,0,0,84,
test,4889,3,5,2,1,3,1,27,NA,1,0,0,78,
test,22362,7,30,2,2,1,1,29,5,2,1,0,63,
test,56713,5,28,3,1,3,1,32,3,4,0,0,83,
test,66843,2,31,2,2,3,1,31,5,6,1,0,59,
test,5351,1,29,2,2,1,1,26,1,4,0,0,55,
test,45310,4,22,3,1,1,2,35,2,10,0,0,86,
test,57542,2,26,2,1,1,1,25,NA,1,0,0,60,
test,35582,2,2,3,2,3,2,35,3,6,0,0,55,
test,32587,5,13,3,1,3,1,31,3,6,0,0,79,
test,50794,2,23,2,2,1,1,38,5,4,1,0,59,
test,50503,2,27,2,1,3,2,32,1,7,0,0,64,
test,9968,1,2,2,1,1,1,44,2,13,0,0,46,
test,53884,3,23,3,2,3,3,39,2,4,0,0,78,
test,28525,1,22,2,1,1,2,49,1,7,1,0,50,
test,47192,6,2,2,1,1,1,35,3,7,1,0,70,
test,27593,6,15,3,1,2,1,36,5,4,0,0,85,
test,17740,1,22,2,2,2,1,27,3,2,0,0,51,
test,37349,6,2,2,1,3,3,34,4,8,1,0,71,
test,8546,4,15,2,1,1,1,36,3,8,0,0,88,
test,9999,6,22,2,1,1,3,28,2,2,0,0,69,
test,46393,1,22,2,1,1,1,29,5,3,0,0,51,
test,1241,1,20,2,1,3,1,42,1,13,0,0,46,
test,64145,2,13,3,1,3,1,37,5,5,1,0,58,
test,73680,1,25,3,2,3,1,35,1,7,0,0,50,
test,11965,7,26,2,1,3,2,29,2,3,0,0,59,
test,58660,3,14,2,1,3,1,31,3,7,0,0,78,
test,48030,2,24,3,1,3,1,33,3,6,0,0,58,
test,60522,2,13,3,1,3,1,35,5,5,1,0,59,
test,49505,5,11,3,1,3,1,31,NA,1,0,0,84,
test,73080,7,13,2,1,1,1,29,5,6,0,0,72,
test,75535,2,22,2,1,3,2,34,5,9,1,0,53,
test,53259,1,1,3,2,1,1,39,3,8,1,0,50,
test,53003,1,15,3,1,1,1,29,1,7,0,0,46,
test,67742,2,22,2,1,3,2,34,3,8,0,0,61,
test,69089,1,26,3,1,3,1,34,5,5,0,0,48,
test,70233,2,22,2,2,1,1,47,2,16,0,0,58,
test,28686,1,2,2,1,3,3,31,3,2,0,0,49,
test,22210,2,2,3,1,3,1,57,3,6,0,0,62,
test,22157,4,7,2,1,3,1,34,1,5,0,0,82,
test,22017,4,23,3,1,3,1,33,3,6,0,0,81,
test,39078,1,15,2,1,1,1,38,1,9,0,0,50,
test,49698,1,13,2,2,1,1,29,NA,1,0,0,51,
test,29530,2,27,2,1,1,2,27,NA,1,1,0,60,
test,7574,3,2,2,2,3,1,38,3,7,0,0,77,
test,24263,4,31,2,1,1,1,30,3,6,0,0,85,
test,34846,1,1,2,1,1,2,25,3,2,0,0,49,
test,1340,3,26,2,2,1,1,31,1,3,1,0,76,
test,30098,8,2,2,2,1,1,47,5,4,0,0,49,
test,43751,1,13,2,1,1,1,23,NA,1,0,0,50,
test,36599,6,17,2,2,3,1,50,5,17,1,0,70,
test,35810,3,5,3,2,1,1,37,3,10,0,0,81,
test,58153,7,28,3,2,1,1,32,5,2,0,0,56,
test,22760,8,2,1,1,3,1,23,NA,1,0,0,47,
test,44919,5,26,2,1,1,1,29,3,2,0,0,82,
test,65332,1,3,2,1,3,1,38,1,3,1,1,50,
test,34398,3,7,2,1,3,1,27,1,3,0,0,85,
test,36244,8,22,2,2,3,1,27,3,2,1,0,49,
test,59946,6,7,2,1,3,1,41,2,7,0,0,72,
test,36899,7,2,1,1,3,3,25,NA,1,0,0,56,
test,42359,6,31,2,1,3,1,43,5,13,1,0,63,
test,38165,2,27,2,2,1,1,32,3,3,0,0,64,
test,50868,4,7,3,1,3,2,36,3,8,1,0,83,
test,2101,2,7,2,1,1,3,27,3,6,0,0,59,
test,37320,4,10,3,1,3,1,30,4,3,1,0,86,
test,41986,1,27,2,1,1,1,26,4,4,0,0,51,
test,28477,1,22,2,1,1,3,29,3,2,0,0,50,
test,2138,3,32,2,1,3,1,32,1,2,0,0,78,
test,15378,1,22,2,1,1,3,27,4,2,1,0,50,
test,69578,1,2,2,1,3,2,23,NA,1,0,0,47,
test,69121,3,23,2,1,1,1,28,3,2,0,0,81,
test,26152,1,13,2,1,1,2,26,2,2,0,0,48,
test,57065,8,2,1,1,1,1,23,NA,1,0,0,49,
test,33146,2,7,2,1,3,1,34,4,3,0,0,59,
test,44673,3,14,2,2,1,1,42,1,4,0,0,81,
test,17811,6,15,2,2,3,1,27,5,2,0,0,67,
test,59968,1,31,3,2,3,1,36,5,8,1,0,46,
test,61652,1,26,2,1,1,1,30,3,2,1,0,49,
test,52693,1,30,3,1,3,1,38,3,9,0,0,45,
test,40503,6,20,2,1,3,1,31,3,4,1,0,68,
test,75006,3,10,3,2,1,1,31,4,6,1,1,81,
test,63921,4,4,2,1,3,1,27,3,3,0,0,83,
test,25612,3,8,2,1,1,3,28,2,3,0,0,82,
test,40672,3,2,3,2,2,1,60,5,6,1,0,83,
test,42357,6,13,2,2,1,1,25,3,3,0,0,68,
test,39395,1,2,2,1,1,3,43,1,4,0,0,50,
test,64662,1,26,NA,1,3,1,26,1,4,0,0,55,
test,10571,2,29,2,1,1,1,28,3,4,0,0,62,
test,26277,6,2,2,2,3,1,39,1,9,0,0,70,
test,58893,6,7,2,1,3,1,30,5,6,1,0,66,
test,50332,1,2,2,1,1,3,32,1,9,0,0,53,
test,76598,4,7,2,1,3,2,30,3,2,0,0,89,
test,58345,1,3,2,1,3,1,28,NA,1,0,0,50,
test,6840,7,4,3,1,1,3,33,4,7,0,0,59,
test,5416,2,22,2,1,1,3,31,5,3,1,0,57,
test,62937,4,25,3,1,1,1,32,4,6,0,0,86,
test,64313,1,2,2,1,3,1,48,2,4,0,0,50,
test,6307,2,22,2,2,3,1,34,2,2,1,0,61,
test,39059,1,23,2,1,1,1,39,4,4,0,0,52,
test,58806,8,22,2,1,3,1,35,2,3,0,0,49,
test,53410,3,22,3,1,1,2,47,4,2,0,0,79,
test,15742,1,1,3,2,1,1,32,3,3,0,0,47,
test,74763,3,7,3,2,1,1,32,5,6,1,0,80,
test,44349,1,31,3,1,3,1,43,4,4,0,0,48,
test,50019,6,11,2,2,3,1,35,5,2,1,0,71,
test,1002,3,7,3,2,3,1,33,4,5,1,0,80,
test,43324,4,9,3,2,1,2,31,4,7,1,0,82,
test,37719,3,2,3,2,3,1,57,2,19,0,0,77,
test,56040,1,2,2,1,3,2,24,1,2,0,0,50,
test,60675,8,23,2,2,1,1,27,4,2,0,0,53,
test,5033,2,7,3,1,3,2,37,3,8,0,0,59,
test,12183,1,7,3,1,1,1,39,1,10,0,0,52,
test,44431,1,1,2,1,1,1,33,5,2,0,0,44,
test,52363,4,26,2,1,1,1,27,3,3,0,0,89,
test,38673,3,22,3,1,3,2,32,1,5,0,0,78,
test,36531,2,4,2,1,3,1,26,3,2,0,0,56,
test,16317,6,7,3,1,1,1,32,4,5,1,0,74,
test,67687,4,19,2,1,3,1,32,3,5,0,0,86,
test,1584,1,4,2,1,1,2,32,4,3,0,0,51,
test,46132,6,2,2,1,3,1,30,5,7,1,0,74,
test,54478,4,22,NA,1,3,2,27,2,4,1,0,83,
test,51719,2,22,2,1,3,1,24,NA,1,1,0,62,
test,25479,2,23,2,1,3,1,33,1,6,0,0,64,
test,64481,1,15,2,1,3,1,38,1,4,0,0,52,
test,29421,6,2,3,2,3,1,56,5,8,1,0,75,
test,8610,6,7,2,2,1,1,47,3,7,0,0,66,
test,72263,2,15,2,2,3,2,40,5,11,1,0,63,
